bigram;freq;percentile_100;freq10;freq20;freq30_50
dt;6;1,7;;LF;LF
du;6455;7,5;;;HF
dv;13;2,3;;;LF
dw;12272;8,3;;HF;HF
dy;20465;9,2;HF;HF;HF
dz;3;1,2;;LF;LF
ea;2808;6,6;;;
eb;7207;7,7;;;HF
ec;4828;7,2;;;HF
ed;63333;10;HF;HF;HF
ee;372;4,8;;;LF
ef;15299;8,6;;HF;HF
eg;10591;8,1;;HF;HF
eh;514;5,2;;;
ei;42244;9,8;HF;HF;HF
ej;54;3,4;;;LF
ek;43;3,2;;;LF
el;31880;9,6;HF;HF;HF
em;2463;6,4;;;
en;32245;9,7;HF;HF;HF
eo;2237;6,3;;;
ep;312;4,7;;;LF
eq;20;2,7;;;LF
er;33994;9,7;HF;HF;HF
es;16295;8,8;;HF;HF
et;22517;9,3;HF;HF;HF
eu;16415;8,8;;HF;HF
ev;495;5,1;;;
ew;10646;8,2;;HF;HF
ex;129;4,1;;;LF
ey;939;5,6;;;
ez;93;3,8;;;LF
fa;17344;8,8;;HF;HF
fb;194;4,3;;;LF
fc;4;1,4;;LF;LF
fd;106;4;;;LF
fe;24290;9,4;HF;HF;HF
ff;16068;8,7;;HF;HF
fg;38;3,1;;;LF
fh;62;3,5;;;LF
fi;7683;7,8;;;HF
fj;0;0;LF;LF;LF
fk;2;1;LF;LF;LF
fl;5201;7,3;;;HF
fm;6;1,7;;LF;LF
fn;5906;7,5;;;HF
fo;17660;8,9;;HF;HF
fp;0;0;LF;LF;LF
fr;9035;8;;;HF
fs;35;3;;;LF
ft;825;5,5;;;
fu;3895;7;;;
fw;3189;6,8;;;
fy;16224;8,8;;HF;HF
ga;23356;9,3;HF;HF;HF
gb;72;3,5;;;LF
gd;348;4,8;;;LF
ge;9800;8,1;;HF;HF
gf;502;5,1;;;
gg;42;3,2;;;LF
gh;4783;7,2;;;HF
gi;5439;7,4;;;HF
gk;13;2,3;;;LF
gl;7110;7,7;;;HF
gm;31;2,9;;;LF
gn;405;5;;;LF
go;19917;9,1;HF;HF;HF
gp;1;0,7;LF;LF;LF
gr;7736;7,9;;;HF
gs;95;3,9;;;LF
gt;49;3,3;;;LF
gu;3109;6,8;;;
gv;1;0,7;LF;LF;LF
gw;24001;9,4;HF;HF;HF
gy;21986;9,3;HF;HF;HF
gz;0;0;LF;LF;LF
ha;25866;9,5;HF;HF;HF
hb;124;4,1;;;LF
hc;32;3;;;LF
hd;488;5,1;;;
he;19335;9,1;HF;HF;HF
hf;377;4,9;;;LF
hg;1054;5,6;;;
hh;4;1,4;;LF;LF
hi;12137;8,3;;HF;HF
hj;1;0,7;LF;LF;LF
hk;0;0;LF;LF;LF
hl;1702;6;;;
hm;325;4,7;;;LF
hn;1832;6;;;
ho;16147;8,7;;HF;HF
hp;88;3,8;;;LF
hq;0;0;LF;LF;LF
hr;7582;7,8;;;HF
hs;92;3,8;;;LF
ht;113;4;;;LF
hu;6582;7,6;;;HF
hv;0;0;LF;LF;LF
hw;14277;8,6;;HF;HF
hy;22910;9,3;HF;HF;HF
hz;0;0;LF;LF;LF
ia;36907;9,7;HF;HF;HF
ib;2324;6,3;;;
ic;4486;7,1;;;HF
id;20377;9,2;HF;HF;HF
ie;4127;7;;;HF
if;9513;8;;HF;HF
ig;12720;8,4;;HF;HF
ih;265;4,5;;;LF
ii;301;4,6;;;LF
ij;12;2,2;;;LF
ik;80;3,6;;;LF
il;12702;8,4;;HF;HF
im;5179;7,3;;;HF
in;17858;8,9;;HF;HF
io;26914;9,5;HF;HF;HF
ip;939;5,6;;;
iq;14;2,4;;;LF
ir;13512;8,5;;HF;HF
is;14321;8,6;;HF;HF
it;15438;8,7;;HF;HF
iu;73;3,6;;;LF
iv;163;4,2;;;LF
iw;8053;7,9;;;HF
ix;30;2,9;;;LF
iy;503;5,2;;;
iz;40;3,2;;;LF
ja;367;4,8;;;LF
jb;0;0;LF;LF;LF
jd;1;0,7;LF;LF;LF
je;428;5;;;
ji;114;4;;;LF
jk;0;0;LF;LF;LF
jn;0;0;LF;LF;LF
jo;1855;6,1;;;
jr;2;1;LF;LF;LF
js;0;0;LF;LF;LF
ju;82;3,7;;;LF
jy;16;2,5;;;LF
ka;180;4,3;;;LF
kb;2;1;LF;LF;LF
kc;2;1;LF;LF;LF
kd;3;1,2;;;
ke;340;4,7;;;LF
kf;10;2;;LF;LF
kg;3;1,2;;LF;LF
kh;23;2,9;;;LF
ki;303;4,6;;;LF
kj;4;1,4;;LF;LF
kk;2;1;LF;LF;LF
kl;57;3,4;;;LF
km;10;2;;LF;LF
kn;35;3;;;LF
ko;96;3,9;;;LF
kp;6;1,7;;LF;LF
kq;0;0;LF;LF;LF
kr;39;3,2;;;LF
ks;82;3,7;;;LF
kt;5;1,6;;LF;LF
ku;36;3,1;;;LF
kv;2;1;LF;LF;LF
kw;9;1,9;;LF;LF
ky;34;3;;;LF
la;26727;9,5;HF;HF;HF
lb;369;4,8;;;LF
lc;2146;6,2;;;
ld;3100;6,8;;;
le;18645;9;;HF;HF
lf;2193;6,2;;;
lg;1067;5,7;;;
lh;389;4,9;;;LF
li;17536;8,9;;HF;HF
lk;84;3,7;;;LF
ll;43200;9,8;HF;HF;HF
lm;584;5,3;;;
ln;79;3,6;;;LF
lo;9798;8,1;;HF;HF
lp;380;4,9;;;LF
lq;0;0;LF;LF;LF
lr;203;4,4;;;LF
ls;392;4,9;;;LF
lt;2207;6,3;;;
lu;7512;7,8;;;HF
lv;76;3,6;;;LF
lw;12889;8,5;;HF;HF
ly;15188;8,6;;HF;HF
lz;13;2,3;;;LF
ma;25560;9,5;HF;HF;HF
mb;776;5,4;;;
mc;562;5,2;;;
md;3575;6,9;;;
me;13409;8,5;;HF;HF
mf;214;4,4;;;LF
mg;1370;5,8;;;
mh;2869;6,7;;;
mi;5253;7,3;;;HF
mk;2;1;LF;LF;LF
ml;3674;7;;;
mm;96;3,9;;;LF
mn;689;5,4;;;
mo;6277;7,5;;;HF
mp;1322;5,8;;;
mr;7083;7,7;;;HF
ms;1896;6,1;;;
mt;311;4,7;;;LF
mu;2455;6,4;;;
mv;0;0;LF;LF;LF
mw;4222;7,1;;;HF
my;4256;7,1;;;HF
na;23506;9,4;HF;HF;HF
nb;482;5,1;;;
nc;2554;6,5;;;
nd;15318;8,7;;HF;HF
ne;22344;9,3;HF;HF;HF
nf;2174;6,2;;;
ng;16449;8,8;;HF;HF
nh;5301;7,4;;;HF
ni;26414;9,5;HF;HF;HF
nj;48;3,3;;;LF
nk;174;4,3;;;LF
nl;2134;6,1;;;
nm;268;4,5;;;LF
nn;20010;9,1;HF;HF;HF
no;20489;9,2;HF;HF;HF
np;28;2,9;;;LF
nq;1;0,7;LF;LF;LF
nr;2723;6,6;;;
ns;2265;6,3;;;
nt;15593;8,7;;HF;HF
nu;4513;7,1;;;HF
nv;12;2,2;;;LF
nw;7704;7,9;;;HF
nx;4;1,4;;LF;LF
ny;11099;8,2;;HF;HF
nz;22;2,8;;;LF
oa;317;4,7;;;LF
ob;6728;7,6;;;HF
oc;2968;6,7;;;
od;44420;9,8;HF;HF;HF
oe;28452;9,6;HF;HF;HF
of;6973;7,6;;;HF
og;7712;7,9;;;HF
oh;2769;6,6;;;
oi;2754;6,6;;;
oj;155;4,2;;;LF
ok;48;3,3;;;LF
ol;32520;9,7;HF;HF;HF
om;2757;6,6;;;
on;31601;9,6;HF;HF;HF
oo;196;4,4;;;LF
op;1552;5,9;;;
oq;2;1;LF;LF;LF
or;18755;9;HF;HF;HF
os;11808;8,3;;HF;HF
ot;1280;5,8;;;
ou;604;5,3;;;
ov;120;4;;;LF
ow;1622;6;;;
ox;36;3,1;;;LF
oy;301;4,6;;;LF
oz;10;2;;LF;LF
pa;7244;7,7;;;HF
pb;16;2,5;;;LF
pc;50;3,3;;;LF
pd;97;3,9;;;LF
pe;8071;7,9;;;HF
pf;10;2;;LF;LF
pg;38;3,1;;;LF
ph;2643;6,5;;;
pi;1259;5,7;;;
pj;1;0,7;LF;LF;LF
pk;11;2,1;;;LF
pl;2143;6,1;;;
pm;21;2,8;;;LF
pn;53;3,4;;;LF
po;3273;6,8;;;
pp;61;3,5;;;LF
pq;0;0;LF;LF;LF
pr;4870;7,3;;;HF
ps;134;4,1;;;LF
pt;298;4,6;;;LF
pu;1259;5,7;;;
pv;0;0;LF;LF;LF
pw;2335;6,3;;;
py;810;5,5;;;
qe;1;0,7;LF;LF;LF
ql;0;0;LF;LF;LF
qn;0;0;LF;LF;LF
qu;125;4,1;;;LF
qv;0;0;LF;LF;LF
qw;0;0;LF;LF;LF
ra;27662;9,6;HF;HF;HF
rb;3659;6,9;;;
rc;5087;7,3;;;HF
rd;9133;8;;HF;HF
re;17473;8,8;;HF;HF
rf;6648;7,6;;;HF
rg;2526;6,4;;;
rh;18262;8,9;;HF;HF
ri;23636;9,4;HF;HF;HF
rj;19;2,7;;;LF
rk;160;4,2;;;LF
rl;2376;6,4;;;
rm;1394;5,9;;;
rn;5662;7,4;;;HF
ro;23933;9,4;HF;HF;HF
rp;922;5,6;;;
rq;4;1,4;;LF;LF
rr;2586;6,5;;;
rs;3671;6,9;;;
rt;12725;8,4;;HF;HF
ru;4729;7,2;;;HF
rv;58;3,4;;;LF
rw;12823;8,4;;HF;HF
rx;14;2,4;;;LF
ry;14774;8,6;;HF;HF
rz;5;1,6;;LF;LF
sa;7646;7,8;;;HF
sb;2345;6,4;;;
sc;309;4,6;;;LF
sd;114;4;;;LF
se;7569;7,8;;;HF
sf;266;4,5;;;LF
sg;11445;8,2;;HF;HF
sh;609;5,3;;;
si;11586;8,2;;HF;HF
sj;0;0;LF;LF;LF
sk;50;3,3;;;LF
sl;687;5,4;;;
sm;381;4,9;;;LF
sn;968;5,6;;;
so;6280;7,5;;;HF
sp;183;4,3;;;LF
sq;16;2,5;;;LF
sr;290;4,5;;;LF
ss;508;5,2;;;
st;13847;8,5;;HF;HF
su;2863;6,7;;;
sv;13;2,3;;;LF
sw;3156;6,8;;;
sx;0;0;LF;LF;LF
sy;10600;8,1;;HF;HF
sz;5;1,6;;LF;LF
ta;9630;8,1;;HF;HF
tb;858;5,5;;;
tc;253;4,4;;;LF
td;20;2,7;;;LF
te;8339;7,9;;;HF
tf;64;3,5;;;LF
tg;694;5,4;;;
th;54266;9,9;HF;HF;HF
ti;6531;7,5;;;HF
tj;3;1,2;;LF;LF
tk;18;2,6;;;LF
tl;535;5,2;;;
tm;94;3,8;;;LF
tn;222;4,4;;;LF
to;5717;7,4;;;HF
tp;2;1;LF;LF;LF
tr;11642;8,2;;HF;HF
ts;934;5,6;;;
tt;295;4,6;;;LF
tu;4495;7,1;;;HF
tv;11;2,1;;;LF
tw;1284;5,8;;;
ty;4651;7,2;;;HF
tz;37;3,1;;;LF
ua;2594;6,5;;;
ub;370;4,8;;;LF
uc;1089;5,7;;;
ud;7478;7,7;;;HF
ue;688;5,4;;;
uf;479;5,1;;;
ug;1391;5,9;;;
uh;8;1,8;;LF;LF
ui;178;4,3;;;LF
uj;3;1,2;;LF;LF
uk;12;2,2;;;LF
ul;2939;6,7;;;
um;786;5,5;;;
un;17830;8,9;;HF;HF
uo;1450;5,9;;;
up;80;3,6;;;LF
uq;0;0;LF;LF;LF
ur;6577;7,6;;;HF
us;4589;7,1;;;HF
ut;1347;5,8;;;
uu;5;1,6;;LF;LF
uv;15;2,5;;;LF
uw;1651;6;;;
ux;18;2,6;;;LF
uy;28;2,9;;;LF
uz;13;2,3;;;LF
va;597;5,3;;;
vc;0;0;LF;LF;LF
vd;1;0,7;LF;LF;LF
ve;411;5;;;LF
vi;885;5,5;;;
vl;9;1,9;;LF;LF
vn;1;0,7;LF;LF;LF
vo;63;3,5;;;LF
vp;0;0;LF;LF;LF
vr;8;1,8;;LF;LF
vs;8;1,8;;LF;LF
vt;0;0;LF;LF;LF
vu;11;2,1;;;LF
vv;0;0;LF;LF;LF
vy;9;1,9;;LF;LF
vz;0;0;LF;LF;LF
wa;13606;8,5;;HF;HF
wb;2279;6,3;;;
wc;3217;6,8;;;
wd;2926;6,7;;;
we;31270;9,6;HF;HF;HF
wf;633;5,3;;;
wg;2144;6,2;;;
wh;94;3,8;;;LF
wi;9086;8;;HF;HF
wk;4;1,4;;LF;LF
wl;5725;7,5;;;HF
wm;2850;6,7;;;
wn;21018;9,2;HF;HF;HF
wo;2154;6,2;;;
wp;418;5;;;LF
wr;18703;9;HF;HF;HF
ws;2838;6,6;;;
wt;868;5,5;;;
wu;448;5;;;
ww;19;2,7;;;LF
wy;51576;9,9;HF;HF;HF
wz;0;0;LF;LF;LF
xa;19;2,7;;;LF
xb;4;1,4;;LF;LF
xc;7;1,8;;LF;LF
xe;11;2,1;;;LF
xf;11;2,1;;;LF
xg;0;0;LF;LF;LF
xh;3;1,2;;LF;LF
xi;42;3,2;;;LF
xl;4;1,4;;LF;LF
xm;0;0;LF;LF;LF
xn;0;0;LF;LF;LF
xo;19;2,7;;;LF
xp;17;2,6;;;LF
xq;0;0;LF;LF;LF
xr;1;0,7;LF;LF;LF
xs;0;0;LF;LF;LF
xt;13;2,3;;;LF
xu;0;0;LF;LF;LF
xv;8;1,8;;LF;LF
xw;4;1,4;;LF;LF
xx;22;2,8;;;LF
xy;3;1,2;;LF;LF
ya;1433;5,9;;;
yb;3451;6,9;;;
yc;5400;7,4;;;HF
yd;58081;9,9;HF;HF;HF
ye;62;3,5;;;LF
yf;18962;9;HF;HF;HF
yg;5620;7,4;;;HF
yh;1296;5,8;;;
yi;146;4,2;;;LF
yj;5;1,6;;LF;LF
yk;11;2,1;;;LF
yl;11625;8,2;;HF;HF
ym;25290;9,4;HF;HF;HF
yn;115384;10;HF;HF;HF
yo;385;4,9;;;LF
yp;88;3,8;;;LF
yq;0;0;LF;LF;LF
yr;26489;9,5;HF;HF;HF
ys;18522;9;;HF;HF
yt;4865;7,2;;;HF
yu;5;1,6;;LF;LF
yv;4;1,4;;LF;LF
yw;14464;8,6;;HF;HF
yy;5;1,6;;LF;LF
yz;0;0;LF;LF;LF
za;76;3,6;;;LF
zb;9;1,9;;LF;LF
ze;60;3,4;;;LF
zf;0;0;LF;LF;LF
zg;4;1,4;;LF;LF
zh;14;2,4;;;LF
zi;20;2,7;;;LF
zk;4;1,4;;LF;LF
zl;1;0,7;LF;LF;LF
zm;2;1;LF;LF;LF
zo;20;2,7;;;LF
zq;0;0;LF;LF;LF
zr;0;0;LF;LF;LF
zs;4;1,4;;LF;LF
zt;0;0;LF;LF;LF
zu;16;2,5;;;LF
zv;1;0,7;LF;LF;LF
zw;6;1,7;;LF;LF
zy;4;1,4;;LF;LF
zz;10;2;;LF;LF
